amount,merchant,description,label
390.46,InsuranceCo,Home evening short above machine.,utilities
44.39,Walmart,Natural finish which bit perform up.,normal
2883.09,InsuranceCo,Near foreign name job especially assume.,fraudulent
106.84,Netflix,Position step street because most environmental west.,entertainment
593.29,LocalMarket,Turn tend dog.,normal
79.19,Shell,Task shoulder number suddenly trial store talk.,utilities
638.69,Shell,Agree onto because site tree.,normal
715.63,InsuranceCo,International however forget peace color eye avoid.,normal
303.83,InsuranceCo,At either girl happy.,utilities
487.24,Starbucks,Claim human agent give artist television.,normal
311.16,Netflix,Again American customer machine.,normal
97.96,Starbucks,Resource from week would perhaps hard.,entertainment
294.92,Netflix,Full defense bring already.,normal
86.8,LocalMarket,Hold wait tough somebody success expert.,normal
62.71,Shell,Employee poor sometimes mission.,normal
57.26,InsuranceCo,Population world behind near.,normal
141.03,InsuranceCo,Teach attention wife allow.,normal
509.08,Netflix,Force seat fire stage.,normal
2474.53,Amazon,First people their head hotel research able report.,fraudulent
2009.98,Amazon,Her Democrat relate economic attention field.,fraudulent
212.1,Shell,Yourself medical pass start agent ten a benefit.,normal
310.18,Starbucks,Newspaper big that say century style indeed grow.,normal
34.98,Starbucks,Protect trade provide as top finish.,entertainment
567.03,InsuranceCo,Color thing store throughout likely.,normal
614.77,LocalMarket,Relationship reach general analysis mention store yourself stock.,normal
19.38,Netflix,Drop necessary realize yard near.,normal
620.55,InsuranceCo,Stuff person property artist lay.,normal
78.47,InsuranceCo,Yard lawyer hundred suggest.,normal
24.29,Walmart,And very television finally.,groceries
745.1,Shell,Police alone purpose our particular national long.,normal
100.72,Amazon,Government dog first in.,normal
130.32,LocalMarket,Scientist course give available memory outside decision.,groceries
615.86,Shell,Professional protect bar from security.,normal
247.34,InsuranceCo,Beat race former last themselves Congress short would.,utilities
36.4,Walmart,Most personal act imagine city.,normal
177.43,Shell,Example region quickly case community military.,normal
99.26,Netflix,Catch down protect but always where.,entertainment
9.91,Walmart,Adult strong design everything story become security.,normal
289.79,LocalMarket,Fund security owner one possible doctor.,groceries
429.29,Amazon,Book door interest new must.,normal
59.14,Walmart,Together mission performance whatever back employee whose.,normal
157.2,Shell,Hot bring food.,normal
98.49,LocalMarket,Art child tax walk mention standard character see.,groceries
2116.77,Amazon,Use blue ball training.,fraudulent
212.16,Walmart,Fight reduce grow debate south stuff none.,groceries
133.83,Netflix,Break single artist.,normal
2345.19,Amazon,Way return seek face bring record.,fraudulent
268.56,LocalMarket,Adult admit though plan meeting school true majority.,groceries
2762.22,Amazon,Mean future weight wind.,fraudulent
524.39,Amazon,Realize painting possible later.,normal
45.28,Netflix,Back memory attack industry state often moment.,normal
128.29,Starbucks,Arrive rather way outside.,normal
392.93,Walmart,Tv investment power beyond college audience.,normal
315.16,InsuranceCo,Source note evidence series grow hope right.,normal
130.42,Shell,Candidate single half speak industry law partner.,normal
148.46,Starbucks,Fight prepare concern year my risk born.,normal
188.8,Starbucks,Left turn new however beautiful place.,normal
140.57,Walmart,Save born six brother himself.,groceries
41.61,LocalMarket,Sell point movement finally hand be.,groceries
485.06,Amazon,Their protect call similar.,normal
118.31,Shell,Or easy avoid position believe.,utilities
97.41,Amazon,Pass term able now born majority.,normal
22.59,Netflix,Control fight dog but.,normal
769.55,Shell,Specific politics difference health.,normal
115.33,Starbucks,Use better official economy develop economy identify city.,normal
624.8,Walmart,Professional major energy town style area middle.,normal
279.25,InsuranceCo,Wall similar figure Congress star.,utilities
21.77,Shell,Friend ever news hope watch bad.,normal
29.46,LocalMarket,Recognize evening in.,groceries
202.86,Shell,Pull shoulder anyone set piece another.,normal
124.5,Starbucks,Determine animal who since.,normal
598.58,Netflix,Third free herself peace rest direction.,normal
484.57,Shell,Lose office exactly leave present police picture.,utilities
499.6,Starbucks,College kitchen student dark magazine cell measure.,normal
460.35,Amazon,Draw bring marriage upon court.,normal
41.68,Walmart,Discussion personal simple stop senior.,normal
486.38,LocalMarket,White huge size our strategy.,normal
75.37,Netflix,Pass occur side game fire affect.,entertainment
1163.45,Amazon,Of such base thing develop.,fraudulent
305.68,Starbucks,Score wear important piece very manage.,normal
121.43,Starbucks,Same affect peace evening particularly.,entertainment
51.85,Starbucks,Material notice relationship employee.,normal
120.88,InsuranceCo,Defense report father according buy rest.,normal
34.71,LocalMarket,Entire old soldier open prove.,normal
787.06,LocalMarket,Boy itself law arrive possible something skin leg.,normal
173.88,Walmart,Rock third nation spend house town.,normal
88.52,Starbucks,Bed table exist fire.,entertainment
1056.01,InsuranceCo,News perhaps along and finish hair week.,fraudulent
467.58,Amazon,Forget student whatever.,normal
149.5,Netflix,Term should then performance dream alone.,entertainment
275.63,Shell,Thought and perhaps company.,normal
163.73,Netflix,Call student argue stage.,entertainment
103.24,Netflix,Whose amount with.,normal
261.65,Walmart,Group stop professional technology travel under.,groceries
262.82,LocalMarket,Develop Mr half north.,groceries
371.45,Shell,Finally consumer save rich oil.,normal
393.04,LocalMarket,Art near price high something protect.,normal
406.11,Amazon,Share available board hold.,normal
129.81,LocalMarket,Century fast think beautiful now painting price.,normal
264.94,InsuranceCo,Book training tax.,utilities
770.36,Netflix,Decade ever build standard.,normal
141.05,Netflix,Vote one radio.,entertainment
145.13,Starbucks,State usually worker.,entertainment
643.59,Netflix,Step model public body.,normal
773.02,Amazon,Trial state position look after.,normal
440.31,Shell,Tough plant work establish raise.,utilities
210.24,Amazon,Their year beat authority like.,normal
79.26,LocalMarket,Agree alone since film structure cause economy.,groceries
371.12,LocalMarket,Month drop skill fill.,normal
47.82,Netflix,Some country drop international size.,entertainment
52.6,Netflix,Mean human ok Republican activity current before new.,entertainment
392.15,Walmart,Drop continue finish computer interview.,normal
663.5,Amazon,Including picture myself expert beyond any everybody.,normal
99.67,InsuranceCo,Moment minute free agree.,normal
334.86,Netflix,Something activity keep phone however color.,normal
590.45,Amazon,It manage space exactly improve together fly.,normal
195.64,Starbucks,Create everything everyone baby car tree.,entertainment
608.33,Shell,Officer into hundred position house cut still.,normal
720.85,Starbucks,Hard purpose already pay base meeting model.,normal
483.68,LocalMarket,International bank line during.,normal
183.53,InsuranceCo,Water sit green boy religious myself.,normal
2500.81,InsuranceCo,Education around cup type clear.,fraudulent
141.42,InsuranceCo,Two money will.,utilities
291.17,Walmart,Mention tough bank.,groceries
23.98,Walmart,Sea break tough still yet.,groceries
452.35,Starbucks,Commercial when suffer you past year she.,normal
524.8,LocalMarket,Until watch these pass.,normal
249.96,Starbucks,Room property crime challenge time.,normal
396.7,InsuranceCo,Speech everything tax consumer leave Congress respond.,normal
784.76,Starbucks,International sister drive spend a.,normal
144.02,LocalMarket,Sport I present own strong.,normal
733.39,Starbucks,Customer beautiful push security.,normal
327.8,Starbucks,Including however result sure executive brother.,normal
686.43,Netflix,Spring summer professional leader away task learn.,normal
87.04,Netflix,Be table senior economic material industry claim company.,entertainment
102.9,Starbucks,Professor finally anything character interest rise family my.,entertainment
244.29,LocalMarket,Central player factor miss professional give feeling chance.,groceries
713.06,InsuranceCo,Image fine away listen.,normal
376.16,InsuranceCo,Foreign together by call.,utilities
212.23,LocalMarket,Less always born there.,normal
130.25,LocalMarket,Now across beat floor lawyer prove recent news.,normal
86.22,LocalMarket,Charge next kid hit election camera.,groceries
797.55,Starbucks,Police relationship course increase growth record focus.,normal
255.97,LocalMarket,Save industry style think argue.,normal
336.31,Netflix,Ball century party skill.,normal
180.89,Shell,Garden draw kid tell everyone might although.,normal
199.29,Netflix,Theory agree late both population.,entertainment
305.95,LocalMarket,Anyone music population oil evidence box.,normal
1495.05,InsuranceCo,Avoid inside upon dream trip.,fraudulent
13.4,Walmart,Floor cut rise.,normal
234.43,Walmart,Buy enough together air.,groceries
166.04,LocalMarket,Never contain image land unit middle.,groceries
55.49,LocalMarket,This miss control arrive fine free.,normal
425.93,Shell,Final floor research fast study while notice.,normal
135.27,Starbucks,Than possible really kind yet garden.,entertainment
368.0,InsuranceCo,Until late line candidate yes.,normal
56.48,Shell,Challenge of son summer everything.,normal
97.62,Netflix,Garden glass open no.,entertainment
291.16,InsuranceCo,Let management sea husband better.,utilities
203.87,Walmart,Out woman off view.,groceries
67.44,LocalMarket,Present skill these tell seem involve enjoy artist.,groceries
71.78,Netflix,Population senior decade it southern him article anyone.,entertainment
110.05,Walmart,Argue way other wide free able.,groceries
37.69,Walmart,Know no policy stock relationship.,normal
177.79,Shell,Certain area very word describe list.,utilities
362.82,Starbucks,Mission west kid theory finish.,normal
89.46,LocalMarket,Society anything challenge writer clearly.,normal
297.58,Amazon,Hundred human American free south above thus start.,normal
1807.05,Amazon,Son camera few pattern just project want poor.,fraudulent
513.36,Amazon,Responsibility sister data read.,normal
425.73,Shell,Data far development heart company across.,utilities
112.41,Starbucks,Take enough future some idea way.,entertainment
279.31,Walmart,Evening measure oil pattern.,normal
280.44,Walmart,Pass vote trouble economy.,groceries
87.17,LocalMarket,Their news explain worker.,normal
2410.7,InsuranceCo,Rest power compare cell common ability role level.,fraudulent
576.0,Starbucks,Source situation mind if cause account reveal maintain.,normal
2403.51,InsuranceCo,Line brother audience job federal list.,fraudulent
106.28,Walmart,I lead hair history.,groceries
5.03,Starbucks,Focus customer however who far operation discover.,entertainment
